Denomiancion ERE,provincia_entidad,poblacion_entidad,Denominacion BDNS,provincia_subvencionada,localidad_subvencionada
COFRADIA VIRGEN DE LOS DOLORES,valencia,cullera,Cofradía Virgen de los Dolores,almería,pechina
COFRADIA VIRGEN DE LOS DOLORES,valencia,alginet,Cofradía Virgen de los Dolores,almería,pechina
COMUNIDAD DE LAS HERMANAS FRANCISCANAS DE LA INMACULADA,valencia,el vedat -torrent,Franciscanas de la Inmaculada,valencia,torrent
COMUNIDAD SAGRADO CORAZON DE JESUS,valencia,valencia,Colegio Diocesano Sagrado Corazón de Jesús,valencia,alginet
CONVENTO COLEGIO DE LA CONCEPCION,valencia,ontinyent,Trinitarias - Convento de la Concepción,jaén,andújar
FEDERACION DE MONASTERIOS DE SIERVAS DE MARIA (SERVITAS),valencia,sagunto,Cistercienses - Monasterio Santa María - Tierras,valencia,benaguacil
FRATERNIDAD SACERDOTAL SAN JUAN DE AVILA,valencia,torrent,Fraternidad Sacerdotal San Juan de Ávila,toledo,toledo
HERMANDAD DE CRISTO CAUTIVO DE BENAGUASIL,valencia,benaguasil,Hermandad de Cristo Yacente,valencia,gandía
HERMANDAD DE EL DESCENDIMIENTO,valencia,gandia,Hermandad del Descendimiento,almería,almería
"HERMANDAD DE JESUS DE NAZARENO Y SIMON CIRINEO ",valencia,torrent,Hermandad de Jesús Nazareno,almería,benahadux
HERMANDAD DE JESUS EL NAZARENO DE UTIEL,valencia,utiel,Hermandad de Jesús Nazareno,almería,benahadux
HERMANDAD DE JESUS NAZARENO,valencia,oliva,Hermandad de Jesús Nazareno,almería,benahadux
HERMANDAD DE LA FLAGELACION DE JESUS ATADO A LA COLUMNA,valencia,gandia,Hermandad Jesús atado a la Columna,alicante,alicante
HERMANDAD DE LA ORACION DE JESUS EN EL HUERTO,valencia,gandia,Cofradía Jesús en el Huerto,valencia,carcaixent
HERMANDAD DE LA PIEDAD,valencia,alboraya,Hermandad de la Piedad,málaga,málaga
HERMANDAD DE LA PURISIMA SANGRE,valencia,alboraya,Cofradía de la Purísima Sangre,castellón,vila-real
HERMANDAD DE LA SANTA CENA,valencia,alzira,Hermandad de la Santa Cena,albacete,hellín
HERMANDAD DE LA SANTA CENA,valencia,xãtiva,Hermandad de la Santa Cena,albacete,hellín
HERMANDAD DE LA SANTA FAZ,valencia,gandia,Hermandad de la Santa Faz,valencia,carcaixent
HERMANDAD DE LA SANTA FAZ,valencia,torrent,Hermandad de la Santa Faz,valencia,carcaixent
HERMANDAD DE LA SANTA FAZ,valencia,ontinyent,Hermandad de la Santa Faz,valencia,carcaixent
HERMANDAD DE LA SANTA FAZ DEL SEÃOR,valencia,alzira,Hermandad de la Santa Faz,valencia,carcaixent
HERMANDAD DE MARIA MADRE,valencia,alzira,Hermandad María Magdalena,albacete,hellín
HERMANDAD DE NUESTRO PADRE JESUS NAZARENO,valencia,gandia,Hermandad Salesiano de Nuestro Padre Jesús Nazareno,córdoba,palma del río
HERMANDAD DE PORTADORES DE NUESTRO PADRE JESUS NAZARENO,valencia,xativa,Hermandad Salesiano de Nuestro Padre Jesús Nazareno,córdoba,palma del río
HERMANDAD DE SAN ANTONIO ABAD DE VALENCIA,valencia,valencia,Hermandad San Antonio Abad,valencia,valencia
HERMANDAD DEL CRISTO DEL AMOR,valencia,oliva,Hermandad del Cristo de la Paz,barcelona,castelldefels
HERMANDAD DEL ECCE HOMO,valencia,oliva,Hermandad del Ecce Homo,ciudad real,ciudad real
HERMANDAD DEL SANTISIMO CRISTO DE LA BUENA MUERTE,valencia,gandia,Hermandad de Cristo Yacente,valencia,gandía
HERMANDAD DEL SANTISIMO CRISTO DE LA EXPIACION,valencia,burjassot,Hermandad del Cristo de la Paz,barcelona,castelldefels
HERMANDAD DEL SANTISIMO CRISTO DE LA PAZ DE BURJASSOT,valencia,burjassot,Hermandad del Cristo de la Paz,barcelona,castelldefels
HERMANDAD DEL SANTISIMO CRISTO DE LA PROVIDENCIA,valencia,alboraya,Hermandad del Cristo de la Paz,barcelona,castelldefels
HERMANDAD DEL SANTISIMO CRISTO DEL SILENCIO,valencia,gandia,Hermandad Santísimo Cristo Ecce Homo,cuenca,cuenca
HERMANDAD DEL SANTISIMO CRISTO YACENTE EN LA CRUCIFIXION,valencia,gandia,Hermandad de Cristo Yacente,valencia,gandía
HERMANDAD DEL SANTO SEPULCRO,valencia,gandia,Hermandad del Santo Sepulcro,albacete,tobarra
HERMANDAD DEL SANTO SEPULCRO,valencia,torrent,Hermandad del Santo Sepulcro,albacete,tobarra
HERMANDAD DEL SANTO SEPULCRO,valencia,oliva,Hermandad del Santo Sepulcro,albacete,tobarra
HERMANDAD DEL SANTO SEPULCRO,valencia,alboraya,Hermandad del Santo Sepulcro,albacete,tobarra
"HERMANDAD DIVINO COSTADO DE CRISTO, DE TORRENT",valencia,torrent,Hermandad de Cristo Yacente,valencia,gandía
HERMANDAD ENTRADA DE JESUS EN JERUSALEN,valencia,gandia,Hermandad Jesus en Jerusalén,huelva,moguer
HERMANDAD LA DOLOROSA,valencia,ontinyent,Cofradía de la Dolorosa,valencia,tous
HERMANDAD PRENDIMIENTO DE JESUS,valencia,torrent,Hermandad N. Padre Jesús,sevilla,paradas
HERMANDAD VIRGEN DE LOS DOLORES,valencia,burjassot,Hermandad Virgen de los Dolores,almería,huércal de a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS ALCIRA,valencia,alzira,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS JATIVA,valencia,jativa,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS LIRIA,valencia,lliria,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS OLIVA,valencia,oliva,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS REQUENA,valencia,requena,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS SAGUNTO,valencia,sagunto,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS SUECA,valencia,sueca,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
HERMANITAS DE LOS ANCIANOS DESAMPARADOS VALENCIA ASILO,valencia,valencia,Hermanitas de los Ancianos Desamparados - Asilo,zaragoza,calatayud
HERMANOS MARISTAS SAGRADO CORAZON VALENCIA,valencia,valencia,Esclavas Sagrado Corazón - APA Colegio,valencia,valencia
MISIONEROS COMBONIANOS DEL CORAZON DE JESUS-MONCADA,valencia,moncada,Misioneras Hijas del Corazón de Jesús,granada,granada
PATRONATO DE ACCION SOCIAL,valencia,manises,Plataforma ONGs de Acción Social,madrid,madrid
REAL COFRADIA DE JESUS EN LA COLUMNA DE VALENCIA,valencia,valencia,Cofradía Jesús en la Columna,valencia,tous
REAL HERMANDAD DE LA SANTA FAZ,valencia,alboraya,Hermandad de la Santa Faz,valencia,carcaixent
REAL HERMANDAD DE NUESTRO PADRE JESUS NAZARENO DE VALENCIA,valencia,valencia,Hermandad Salesiano de Nuestro Padre Jesús Nazareno,córdoba,palma del río
REAL MONASTERIO DE SANTA CLARA,valencia,gandia,Clarisas - Monasterio de Santa Clara,murcia,caravaca
RELIGIOSAS DE MARIA INMACULADA -CASA DE VALENCIA-,valencia,valencia,Religiosas de María Inmaculada. Servicio Doméstico,valencia,valencia
VENERABLE COFRADIA DE LA VERA -CRUZ O DE LA SANGRE DE CRISTO,valencia,requena,Cofradía de la Sangre de Cristo,valencia,lliria
	CASA COLEGIO REINADO DEL CORAZON DE JESUS Y NUESTRA SEÃORA DEL PILAR	,valladolid,valladolid,Celadoras de Reinado del Corazón de Jesús - Colegio,valladolid,valladolid
	CASA DE NAZARET	,valladolid,valladolid,Cofradía Jesús de Nazaret,alicante,alicante
	CASA SEMINARIO DE SAN PEDRO REGALADO	,valladolid,laguna de duero,Cofradía San Pedro Regalado,valladolid,valladolid
	CENTRO LOCAL LA INMACULADA	,valladolid,valladolid,Maristas - Colegio La Inmaculada,valladolid,valladolid
	COMUNIDAD AUXILIARES PARROQUIALES DE CRISTO SACERDOTE	,valladolid,valladolid,Auxiliares Parroquiales Cristo Sacerdote,valencia,picanya
	COMUNIDAD AVE MARIA	,valladolid,valladolid,Compañía de María,almería,almería
	COMUNIDAD BEATA MARIA DE JESUS	,valladolid,valladolid,Parroquia Beata María de Jesús,guadalajara,guadalajara
	COMUNIDAD EN SANATORIO SAGRADO CORAZON	,valladolid,valladolid,Apostolado Sagrado Corazón - Colegio,valladolid,valladolid
	COMUNIDAD MADRE DE LA ESPERANZA	,valladolid,valladolid,Cofradía de la Esperanza,córdoba,cabra
	COMUNIDAD SANTA TERESA DEL NIÃO JESUS	,valladolid,zaratan,Compañía Santa Teresa de Jesús,tarragona,tortosa
	CONVENTO DE JESUS MARIA	,valladolid,valladolid,Casa de Jesús-María,cádiz,jerez
	CONVENTO DE SANTA MARIA MAGDALENA	,valladolid,medina del campo,Cofradía Santa María Magdalena,castellón,vila-real
	INSTITUTO DISCIPULAS DE JESUS	,valladolid,valladolid,Discípulas de Jesús - Colegio Juan XXIII,valladolid,valladolid
	INSTITUTO POLITECNICO CRISTO REY	,valladolid,valladolid,Jesuitas - Instituto Politécnico Cristo Rey,valladolid,valladolid
	MONASTERIO CONCEPCION DEL CARMEN	,valladolid,valladolid,Colegio Diocesano N. Sra. del Carmen,valladolid,valladolid
	MONASTERIO DE LA PURISIMA CONCEPCION	,valladolid,valladolid,Hermandad de la Purísima Concepción,córdoba,córdoba
	MONASTERIO DE LOS SAGRADOS CORAZONES DE JESUS Y MARIA	,valladolid,valladolid,Misioneras Sagrados Corazones - Colegio Jesús María,baleares,palma
	MONASTERIO DE SANTA CLARA	,valladolid,valladolid,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA CLARA	,valladolid,medina de rioseco,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA CLARA	,valladolid,medina del campo,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA MARIA LA REAL	,valladolid,medina del campo,Monasterio Santa María la Real,la rioja,nájera
	MONASTERIO DEL CORAZON DE JESUS Y SAN JOSE	,valladolid,viana de cega,Misioneros del Sagrado Corazón de Jesús,valladolid,valladolid
	MONASTERIO DEL SAGRADO CORAZON	,valladolid,cigales,Misioneros del Sagrado Corazón,madrid,madrid
	MONASTERIO MADRE DE DIOS	,valladolid,olmedo,Dominicas - Monasterio Madre de Dios,valladolid,olmedo
	MONASTERIO SAGRADO CORAZON DE JESUS	,valladolid,villagarcia de campos,Misioneros del Sagrado Corazón de Jesús,valladolid,valladolid
	REAL MONASTERIO DE SANTA CLARA	,valladolid,tordesillas,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	RESIDENCIA SAGRADO CORAZON	,valladolid,valladolid,Jesuitas - Residencia Sagrado Corazón,madrid,madrid
CASA MARISTA LA INMACULADA VALLADOLID,valladolid,valladolid,Maristas - CD. La Inmaculada,valladolid,valladolid
CENTRO SAN JUAN DE DIOS,valladolid,valladolid,San Juan de Dios,sevilla,alcalá de g.
COFRADIA DE NUESTRO PADRE JESUS NAZARENO,valladolid,peãafiel,Archicofradía de Nuestro Padre Jesús Nazareno,córdoba,lucena
COFRADIA DE SANTA AGUEDA,valladolid,medina del campo,Cofradía de Santa Águeda,segovia,cuéllar
COFRADIA DEL SANTISIMO CRISTO DE LA PAZ,valladolid,medina de rioseco,Cofradía del Santísimo Cristo,zaragoza,malon
COFRADIA NUESTRA SEÃORA DE LA SOLEDAD,valladolid,zaratan,Cofradía N. Sra. de la Soledad,alicante,alicante
COFRADIA PENITENCIAL DE LA SANTA VERA CRUZ,valladolid,valladolid,Cofradía de la Santa Vera Cruz,álava,amurrio
COFRADIA PENITENCIAL DE NUESTRO PADRE JESUS DE NAZARENO,valladolid,valladolid,Archicofradía de Nuestro Padre Jesús Nazareno,córdoba,lucena
COMUNIDAD DE OBLATAS DEL SANTISIMO REDENTOR VALLADOLID,valladolid,valladolid,Oblatas del Santísimo Redentor,almería,almería
"COMUNIDAD MISIONERAS DE JESUS, MARIA Y JOSE EN VALLADOLID",valladolid,valladolid,Misioneras de Jesús María y José - Escuela Infantil,barcelona,sabadell
HERMANDAD DEL SANTO CRISTO DE LA BUENA MUERTE,valladolid,peãafiel,Hermandad del Cristo de la Paz,barcelona,castelldefels
RELIGIOSAS DE MARIA INMACULADA -CASA DE VALLADOLID-,valladolid,valladolid,Religiosas de María Inmaculada - Colegio,barcelona,barcelona
	CASA COLEGIO EL AVE MARIA	,vizcaya,bilbao,Congregación Avemariana - Colegio del Ave María,bizkaia,bilbao
	CASA COLEGIO NUESTRA SEÃORA DEL PILAR	,vizcaya,bilbao,Franciscanas - Colegio N. Sra. del Pilar,lugo,foz
	CASA DE JESUS-MARIA	,vizcaya,bilbao,Casa de Jesús-María,cádiz,jerez
	CASA DEL DULCE NOMBRE DE MARIA	,vizcaya,bilbao,Hijas de la Caridad - Asilo Dulce Nombre de María,cádiz,cádiz
	CASA DEL REDENTOR	,vizcaya,algorta -guecho-,Cofradía San Cruz del Redentor,salamanca,salamanca
	CASA MARISTAS SAN JOSE	,vizcaya,durango,Maristas - Casa San José,bizkaia,bilbao
	CASA MARISTAS SAN MIGUEL	,vizcaya,zalla,Maristas - Casa San Miguel,bizkaia,bilbao
	CASA SAN JOSE DE CALASANZ	,vizcaya,bilbao,Escolapios - Colegio San José de Calasanz,valencia,algemesí
	CASA Y COLEGIO SANTA MARIA	,vizcaya,portugalete,Menesianos - APA Colegio Santa María,bizkaia,portugalete
	COLEGIO PUREZA DE MARIA	,vizcaya,bilbao,Colegio Ave María - AMPA,granada,albolote
	COMUNIDAD AUXILIARES PARROQUIALES DE CRISTO SACERDOTE	,vizcaya,bilbao,Auxiliares Parroquiales Cristo Sacerdote,valencia,picanya
	COMUNIDAD EN COLEGIO SANTA MARIA	,vizcaya,santurce,Jesuitas - Colegio Santa María,a coruña,a coruña
	COMUNIDAD HIJAS DE SAN JOSE	,vizcaya,guernica,Hermandad de San José,murcia,mula
	CONVENTO DE JESUS MARIA	,vizcaya,orozko (ibarra),Casa de Jesús-María,cádiz,jerez
	CONVENTO DE LA SANTISIMA TRINIDAD	,vizcaya,guecho,Hermandad de la Santísima Trinidad,tarragona,l'espluga de f.
	CONVENTO DE SAN ANTONIO	,vizcaya,bilbao,Franciscanos - Comedor de San Antonio,bizkaia,bilbao
	CONVENTO DE SAN FRANCISCO	,vizcaya,bermeo,Convento de San Francisco,a coruña,santiago
	CONVENTO DE SAN JUAN BAUTISTA	,vizcaya,amorebieta-etxano,Hermandad San Juan Bautista,albacete,hellín
	MONASTERIO DE LA CONCEPCION	,vizcaya,bilbao,Clarisas - Monasterio de la Concepción,pontevedra,tui
	MONASTERIO DE LA PURISIMA CONCEPCION	,vizcaya,lequeitio,Hermandad de la Purísima Concepción,córdoba,córdoba
	MONASTERIO DE SANTA ANA	,vizcaya,elorrio,Cofradía de Santa Ana,albacete,cenizate
	MONASTERIO DE SANTA CLARA	,vizcaya,guernica,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA CLARA	,vizcaya,valmaseda,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	UNIVERSIDAD DE LA IGLESIA DE DEUSTO	,vizcaya,bilbao,Jesuitas - Universidad de la Iglesia de Deusto,bizkaia,bilbao
ASOCIACION DE MARIA AUXILIADORA DE BARAKALDO-COLEGIO,vizcaya,barakaldo,Hijas de María Auxiliadora - Colegio,albacete,la roda
ASOCIACION DE MARIA AUXILIADORA DE BARAKALDO-CRUCES,vizcaya,barakaldo,Asociación María Auxiliadora,málaga,antequera
ASOCIACION DE MARIA AUXILIADORA DE BILBAO-DEUSTO,vizcaya,bilbao,Asociación María Auxiliadora,málaga,antequera
COFRADIA DE LA PASION,vizcaya,bilbao,Cofradía de la Pasión,guadalajara,guadalajara
COFRADIA DE LA SANTA VERA CRUZ,vizcaya,bilbao,Cofradía de la Santa Vera Cruz,álava,amurrio
COMUNIDAD CATOLICA DE HABLA ALEMANA,vizcaya,algorta-guecho,Comunidad Evangélica de Habla Alemana,baleares,palma
COMUNIDAD DE OBLATAS DEL SANTISIMO REDENTOR BILBAO,vizcaya,bilbao,Oblatas del Santísimo Redentor,almería,almería
COMUNIDAD NUESTRA SEÃORA DEL CARMEN,vizcaya,bilbao,A. Nuestra Señora del Carmen,málaga,málaga
COMUNIDAD SAGRADO CORAZON,vizcaya,bermeo,Caridad Sagrado Corazón,madrid,madrid
HIJAS DE LA PARROQUIA,vizcaya,biaãez,Mujeres de la Parroquia,murcia,lorca
HOSPITAL SAN JUAN DE DIOS,vizcaya,santurce,Hospital Residencia San Juan de Dios,córdoba,priego
REAL COFRADIA DE NUESTRO PADRE JESUS NAZARENO,vizcaya,bilbao,Archicofradía de Nuestro Padre Jesús Nazareno,córdoba,lucena
RELIGIOSAS DE MARIA INMACULADA -CASA DE BILBAO-,vizcaya,bilbao,Religiosas de María Inmaculada - Colegio,barcelona,barcelona
	 CASA RESIDENCIA DE ESTUDIANTES	,zamora,zamora,Cofradía de los Estudiantes,málaga,antequera
	CASA COLEGIO AMOR DE DIOS	,zamora,toro,Mercedarias - Colegio Madre de Dios,murcia,lorca
	CASA COLEGIO DE LA SANTISIMA TRINIDAD	,zamora,zamora,Trinitarias - Colegio Santísima Trinidad,salamanca,salamanca
	CASA COLEGIO DEL SAGRADO CORAZON DE JESUS	,zamora,zamora,Esclavas del Sagrado Corazón de Jesús,madrid,madrid
	COMUNIDAD DE MISIONERAS DE LA INMACULADA CONCEPCION	,zamora,fermoselle,Misioneras de la Inmaculada Concepción - Residencia,córdoba,el viso
	COMUNIDAD EN COLEGIO SAN VICENTE DE PAUL	,zamora,benavente,Caridad San Vicente de Paul,pontevedra,marín
	CONVENTO DE LA INMACULADA CONCEPCION	,zamora,otero de sanabria,Colegio Diocesano Asilo Inmaculada Concepción,valencia,cullera
	CONVENTO DEL SAGRADO CORAZON	,zamora,toro,Misioneros del Sagrado Corazón,madrid,madrid
	MONASTERIO DE LA ASUNCION	,zamora,villalobos,Carmelitas - Monasterio de la Asunción,toledo,toledo
	MONASTERIO DE LA CONCEPCION	,zamora,zamora,Clarisas - Monasterio de la Concepción,pontevedra,tui
	MONASTERIO DE LA PURISIMA CONCEPCION	,zamora,toro,Hermandad de la Purísima Concepción,córdoba,córdoba
	MONASTERIO DE SANTA CLARA	,zamora,zamora,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA CLARA	,zamora,benavente,Clarisas - Monasterio de Santa Clara,murcia,caravaca
	MONASTERIO DE SANTA MARIA LA REAL DE LAS DUEÃAS	,zamora,zamora,Monasterio Santa María la Real,la rioja,nájera
	MONASTERIO DEL SALVADOR	,zamora,benavente,Maristas - Colegio El Salvador,bizkaia,bilbao
	REAL MONASTERIO DE SANTA CLARA	,zamora,toro,Clarisas - Monasterio de Santa Clara,murcia,caravaca
"COFRADIA DE JESUS DEL VIA CRUCIS, DE ZAMORA",zamora,zamora,Cofradía de Jesús el Rico,málaga,málaga
COFRADIA DE JESUS NAZARENO (VULGO CONGREGACION),zamora,zamora,Cofradía de Jesús Nazareno,almería,cuevas de a.
COFRADIA DE NUESTRA MADRE DE LAS ANGUSTIAS,zamora,zamora,Cofradía N. Sra. de las Angustias,cádiz,cádiz
"HERMANDAD DE PENITENCIA, DE ZAMORA",zamora,zamora,Hermandad de Penitencia,zamora,zamora
HERMANDAD SANTO CRISTO DE LA PENITENCIA,zamora,venialbo,Hermandad de Penitencia,zamora,zamora
HERMANITAS DE LOS ANCIANOS DESAMPARADOS ZAMORA,zamora,zamora,Hermanitas de los Ancianos Desamparados,jaén,villanueva del a.
"HIJAS DE CRISTO REY, ASPARIEGOS",zamora,aspariegos,Hijas de Cristo Rey - Colegio,badajoz,talarrubias
REAL COFRADIA DEL SANTISIMO CRISTO DEL AMPARO,zamora,toro,Cofradía del Santísimo Cristo,zaragoza,malon
REAL COFRADIA DEL SANTO ENTIERRO,zamora,zamora,Cofradía del Santo Entierro,cádiz,cádiz
SALESIANOS ZAMORA MARIA AUXILIADORA,zamora,zamora,Salesianos - Grup María Auxiliadora,barcelona,santa coloma
"	CASA COMUNIDAD ""NUESTRA SEÃORA DEL PILAR""	",zaragoza,zaragoza,Salesianos - AMPA Colegio N. Sra. del Pilar,zaragoza,zaragoza
	CASA DE EJERCICIOS SAGRADO CORAZON	,zaragoza,zaragoza,Salesianos - Colegio Sagrado Corazón,zaragoza,la almunia
	CASA DE FORMACION	,zaragoza,zaragoza,La Salle. Centro de Formación,gipuzkoa,irún
	CASA DE FORMACION	,zaragoza,zaragoza,La Salle. Centro de Formación,gipuzkoa,irún
	CASA MADRE DE LA ESPERANZA	,zaragoza,zaragoza,Cofradía Virgen de la Esperanza,guadalajara,guadalajara
	CASA NUESTRA SEÃORA DE LOS ANGELES	,zaragoza,zaragoza,Cofradía N. Sra. de los Ángeles,palencia,grijota
	CASA RESIDENCIA DE ANCIANOS	,zaragoza,zaragoza,Residencia Diocesana de Ancianos,tarragona,tortosa
	CASA SAN VICENTE DE PAUL	,zaragoza,zaragoza,Caridad San Vicente de Paul,pontevedra,marín
	CENTRO PIGNATELLI	,zaragoza,zaragoza,Jesuitas - Centro Pignatelli,zaragoza,zaragoza
	COMUNIDAD AUXILIARES PARROQUIALES DE CRISTO SACERDOTE	,zaragoza,zaragoza,Auxiliares Parroquiales Cristo Sacerdote,valencia,picanya
	COMUNIDAD AUXILIARES PARROQUIALES DE CRISTO SACERDOTE	,zaragoza,daroca,Auxiliares Parroquiales Cristo Sacerdote,valencia,picanya
	COMUNIDAD DE MISIONERAS DE LA INMACULADA CONCEPCION	,zaragoza,zaragoza,Misioneras de la Inmaculada Concepción - Residencia,córdoba,el viso
	COMUNIDAD DEL COLEGIO VILLA CRUZ	,zaragoza,zaragoza,Caridad de Santa Ana - Colegio Villa Cruz,zaragoza,zaragoza
	COMUNIDAD DEL SALVADOR	,zaragoza,zaragoza,Parroquia El Salvador,alicante,alcoi
	COMUNIDAD EN COLEGIO SAN VICENTE DE PAUL	,zaragoza,zaragoza,Caridad San Vicente de Paul,pontevedra,marín
	COMUNIDAD EN COLEGIO SANTA MARIA DEL PILAR	,zaragoza,zaragoza,Salesianos - AMPA Colegio N. Sra. del Pilar,zaragoza,zaragoza
	COMUNIDAD EN OBRA SOCIAL SAN VICENTE DE PAUL	,zaragoza,zaragoza,Caridad San Vicente de Paul,pontevedra,marín
"	COMUNIDAD EN RESIDENCIA ""SAGRADO CORAZON""	",zaragoza,vera de moncayo,Hermanas Caridad de Santa Ana - Residencia Sagrado Corazón,zaragoza,vera de moncayo
	COMUNIDAD HIJAS DE MARIA AUXILIADORA	,zaragoza,zaragoza,Hijas de María Auxiliadora,cádiz,cádiz
	COMUNIDAD HIJAS DE MARIA AUXILIADORA	,zaragoza,zaragoza,Hijas de María Auxiliadora,cádiz,cádiz
"	CONGREGACION APOSTOLICA MARTA Y MARIA, EN ESPAÃA	",zaragoza,epila,"Congregación Marta y María ",toledo,navahermosa
	CONVENTO DE LA INMACULADA CONCEPCION	,zaragoza,tarazona,Colegio Diocesano Asilo Inmaculada Concepción,valencia,cullera
	CONVENTO DE LA PURISIMA CONCEPCION	,zaragoza,borja,Hermandad de la Purísima Concepción,córdoba,córdoba
	CONVENTO DE SAN AGUSTIN	,zaragoza,caspe,Cofradía San Agustín,zaragoza,bujaraloz
	ESCUELAS PIAS-CRISTO REY	,zaragoza,zaragoza,Esclavas de Cristo Rey,navarra,burlada
	MONASTERIO  DE SANTA ANA	,zaragoza,tarazona,Cofradía de Santa Ana,albacete,cenizate
	MONASTERIO DE LA CONCEPCION	,zaragoza,epila,Clarisas - Monasterio de la Concepción,pontevedra,tui
	MONASTERIO DE LA ENCARNACION	,zaragoza,zaragoza,Dominicas - Monasterio de la Encarnación,cáceres,plasencia
	MONASTERIO DE LA INMACULADA CONCEPCION	,zaragoza,calatayud,Misioneras de la Inmaculada Concepción - Residencia,córdoba,el viso
	MONASTERIO DE SANTA MARIA DEL PILAR	,zaragoza,zaragoza,Monasterio Santa María la Real,la rioja,nájera
	RELIGIOSAS DE MARIA INMACULADA MISIONERAS CLARETIANAS	,zaragoza,zaragoza,Religiosas de María Inmaculada - Servicio Doméstico,melilla,melilla
	RESIDENCIA NUESTRA SEÃORA DEL PILAR	,zaragoza,zaragoza,Salesianos - AMPA Colegio N. Sra. del Pilar,zaragoza,zaragoza
ACCION SOCIAL CATOLICA,zaragoza,zaragoza,Acción Social Católica,zaragoza,zaragoza
